CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-20-08,SX,Mcdonell,1961,750,1,750,1,750,2,1500,451,22.90%,"1,951",468,23.80%,"1,968",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1962,500,1,500,1,500,2,1000,307,22.70%,"1,307",351,26.00%,"1,351",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1963,800,1,800,1,800,2,1600,227,11.90%,"1,827",303,15.90%,"1,903",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1964,500,1,500,1,500,2,1000,289,21.60%,"1,289",336,25.10%,"1,336",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1965,"3,000",1,"3,000",1,"3,000",2,6000,"1,199",15.70%,"7,199","1,628",21.30%,"7,628",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1966,"4,000",1,"4,000",1,"4,000",2,8000,"3,177",28.00%,"11,177","3,365",29.60%,"11,365",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1967,200,1,200,1,200,2,400,164,27.70%,564,193,32.50%,593,3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1968,"2,500",1,"2,500",1,"2,500",2,5000,"1,886",26.90%,"6,886","2,019",28.80%,"7,019",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1969,972,1,972,1,972,2,1944,544,21.40%,"2,488",602,23.60%,"2,546",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1970,"1,500",1,"1,500",1,"1,500",2,3000,898,22.80%,"3,898",938,23.80%,"3,938",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1971,"1,300",1,"1,300",1,"1,300",2,2600,874,24.90%,"3,474",905,25.80%,"3,505",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1972,600,1,600,1,600,2,1200,390,23.90%,"1,590",432,26.50%,"1,632",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1973,"2,000",1,"2,000",1,"2,000",2,4000,"1,568",27.60%,"5,568","1,673",29.50%,"5,673",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1974,"1,800",1,"1,800",1,"1,800",2,3600,"1,589",30.00%,"5,189","1,690",32.00%,"5,290",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1975,100,1,100,1,100,2,200,48,19.10%,248,50,19.90%,250,3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1976,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1977,600,1,600,1,600,2,1200,399,24.20%,"1,599",450,27.30%,"1,650",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1978,"4,000",1,"4,000",1,"4,000",2,8000,"2,733",24.50%,"10,733","3,167",28.40%,"11,167",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1979,"1,100",1,"1,100",1,"1,100",2,2200,710,23.70%,"2,910",792,26.50%,"2,992",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1980,140,1,140,1,140,2,280,78,20.00%,358,109,28.00%,389,3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1981,"1,500",1,"1,500",1,"1,500",2,3000,"1,009",24.50%,"4,009","1,113",27.10%,"4,113",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1982,"1,000",1,"1,000",1,"1,000",2,2000,675,24.60%,"2,675",748,27.20%,"2,748",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1983,"5,000",1,"5,000",1,"5,000",2,10000,"1,016",8.90%,"11,016","1,437",12.60%,"11,437",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1984,500,1,500,1,500,2,1000,181,15.00%,"1,181",206,17.10%,"1,206",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1985,600,1,600,1,600,2,1200,624,33.50%,"1,824",660,35.50%,"1,860",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1986,"3,000",1,"3,000",1,"3,000",2,6000,"1,851",22.70%,"7,851","2,148",26.40%,"8,148",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1987,"3,000",1,"3,000",1,"3,000",2,6000,874,12.50%,"6,874",975,14.00%,"6,975",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1988,"2,000",1,"2,000",1,"2,000",2,4000,"2,528",37.50%,"6,528","2,738",40.60%,"6,738",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1989,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1990,"1,500",1,"1,500",1,"1,500",2,3000,"1,093",25.50%,"4,093","1,283",30.00%,"4,283",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1991,600,1,600,1,600,2,1200,544,30.70%,"1,744",569,32.20%,"1,769",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1992,"5,000",1,"5,000",1,"5,000",2,10000,"7,519",42.20%,"17,519","7,813",43.90%,"17,813",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1993,"7,500",1,"7,500",1,"7,500",2,15000,"10,855",41.50%,"25,855","11,184",42.70%,"26,184",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1994,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1995,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1996,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1997,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1998,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,1999,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2000,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2001,,,,,,,,,,,,,,,,,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2002,"3,536",1,"3,536",1,"3,536",2,7072,"2,692",26.90%,"9,764","2,939",29.40%,"10,011",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2003,"4,553",1,"4,553",1,"4,553",2,9106,"1,884",16.80%,"10,990","2,142",19.00%,"11,248",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2004,"3,000",1,"3,000",1,"3,000",2,6000,"1,279",17.30%,"7,279","1,373",18.60%,"7,373",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2005,"2,943",1,"2,943",1,"2,943",2,5887,543,8.00%,"6,430",902,13.30%,"6,789",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2006,"2,739",1,"2,739",1,"2,739",2,5479,"1,925",25.80%,"7,403","1,985",26.60%,"7,464",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2007,"1,950",1,"1,950",1,"1,950",2,3901,640,13.60%,"4,540",786,16.80%,"4,686",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2008,163,1,163,1,163,2,327,31,8.60%,358,33,9.20%,360,3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2009,"1,868",1,"1,868",1,"1,868",2,3736,312,7.60%,"4,048",354,8.70%,"4,090",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2010,"1,918",1,"1,918",1,"1,918",2,3836,354,8.30%,"4,190",405,9.60%,"4,242",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2011,"1,859",1,"1,859",1,"1,859",2,3719,542,12.50%,"4,260",623,14.30%,"4,341",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2012,"1,970",1,"1,970",1,"1,970",2,3940,461,10.30%,"4,401",554,12.30%,"4,494",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2013,"1,660",1,"1,660",1,"1,660",2,3320,216,6.00%,"3,536",250,7.00%,"3,570",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2014,"2,110",1,"2,110",1,"2,110",2,4220,391,8.40%,"4,611",445,9.50%,"4,665",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2015,"7,284",1,"7,284",1,"7,284",2,14568,728,4.70%,"15,296",981,6.30%,"15,549",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2016,"4,462",1,"4,462",1,"4,462",2,8924,"1,008",9.70%,"9,933","1,432",13.80%,"10,356",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2017,"3,549",1,"3,549",1,"3,549",2,7097,38,0.50%,"7,135",105,1.50%,"7,202",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2018,"1,709",1,"1,709",1,"1,709",2,3417,139,3.90%,"3,556",153,4.30%,"3,570",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-20-08,SX,Mcdonell,2019,"2,084",1,"2,084",1,"2,084",2,4168,284,6.30%,"4,451",370,8.20%,"4,537",3,5,5,Zymoetz,[LOOKUP CU],Sockeye Model,4
SX_L-21-02-EW,SX,Babine-Early-Wild,1954,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-EW,SX,Babine-Early-Wild,1955,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-EW,SX,Babine-Early-Wild,1956,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-EW,SX,Babine-Early-Wild,1957,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-EW,SX,Babine-Early-Wild,1958,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-EW,SX,Babine-Early-Wild,1959,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-EW,SX,Babine-Early-Wild,1960,"42,485",1,"42,485",1,"42,485",1,42485,"32,071",38.10%,"74,556","41,728",49.60%,"84,213",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1961,"133,007",1,"133,007",1,"133,007",1,133007,"112,885",45.10%,"245,892","117,098",46.80%,"250,105",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1962,"21,587",1,"21,587",1,"21,587",1,21587,"19,775",44.70%,"41,362","22,618",51.20%,"44,204",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1963,"77,002",1,"77,002",1,"77,002",1,77002,"26,307",23.40%,"103,308","35,247",31.40%,"112,248",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1964,"68,409",1,"68,409",1,"68,409",1,68409,"57,652",42.60%,"126,061","67,007",49.50%,"135,416",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1965,"29,888",1,"29,888",1,"29,888",1,29888,"15,968",31.00%,"45,857","21,679",42.00%,"51,568",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1966,"31,977",1,"31,977",1,"31,977",1,31977,"42,223",55.10%,"74,200","44,721",58.30%,"76,698",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1967,"95,242",1,"95,242",1,"95,242",1,95242,"144,175",54.50%,"239,416","169,425",64.00%,"264,667",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1968,"62,457",1,"62,457",1,"62,457",1,62457,"76,253",52.90%,"138,711","81,619",56.60%,"144,076",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1969,"89,905",1,"89,905",1,"89,905",1,89905,"70,799",42.10%,"160,704","78,290",46.50%,"168,195",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1970,"82,164",1,"82,164",1,"82,164",1,82164,"69,460",44.90%,"151,624","72,565",46.90%,"154,729",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1971,"34,049",1,"34,049",1,"34,049",1,34049,"34,025",49.10%,"68,074","35,223",50.80%,"69,272",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1972,"52,692",1,"52,692",1,"52,692",1,52692,"51,760",47.00%,"104,452","57,349",52.10%,"110,041",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1973,"140,253",1,"140,253",1,"140,253",1,140253,"182,132",54.40%,"322,384","194,364",58.10%,"334,617",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1974,"109,851",1,"109,851",1,"109,851",1,109851,"175,229",59.10%,"285,079","186,454",62.90%,"296,305",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1975,"60,353",1,"60,353",1,"60,353",1,60353,"37,381",37.70%,"97,734","38,853",39.20%,"99,206",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1976,"13,336",1,"13,336",1,"13,336",1,13336,"13,847",48.70%,"27,183","15,119",53.10%,"28,455",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1977,"54,679",1,"54,679",1,"54,679",1,54679,"56,280",47.60%,"110,959","63,433",53.70%,"118,112",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1978,"32,032",1,"32,032",1,"32,032",1,32032,"34,980",48.20%,"67,011","40,536",55.90%,"72,568",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1979,"42,455",1,"42,455",1,"42,455",1,42455,"41,466",46.70%,"83,921","46,252",52.10%,"88,707",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1980,"31,679",1,"31,679",1,"31,679",1,31679,"27,810",39.40%,"59,489","38,829",55.10%,"70,509",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1981,"46,466",1,"46,466",1,"46,466",1,46466,"48,033",48.30%,"94,499","52,987",53.30%,"99,453",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1982,"93,630",1,"93,630",1,"93,630",1,93630,"136,219",55.80%,"229,850","150,423",61.60%,"244,054",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1983,"26,965",1,"26,965",1,"26,965",1,26965,"18,097",35.70%,"45,062","23,747",46.80%,"50,712",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1984,"26,503",1,"26,503",1,"26,503",1,26503,"20,734",41.30%,"47,237","23,711",47.20%,"50,215",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1985,"75,649",1,"75,649",1,"75,649",1,75649,"62,667",42.80%,"138,317","70,640",48.30%,"146,289",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1986,"26,865",1,"26,865",1,"26,865",1,26865,"23,159",41.40%,"50,024","29,097",52.00%,"55,962",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1987,"38,206",1,"38,206",1,"38,206",1,38206,"19,119",32.20%,"57,325","21,081",35.60%,"59,287",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1988,"42,435",1,"42,435",1,"42,435",1,42435,"50,033",49.30%,"92,468","58,989",58.20%,"101,424",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1989,"18,412",1,"18,412",1,"18,412",1,18412,"14,660",40.20%,"33,073","18,063",49.50%,"36,476",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1990,"21,328",1,"21,328",1,"21,328",1,21328,"18,731",41.70%,"40,059","23,631",52.60%,"44,959",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1991,"58,719",1,"58,719",1,"58,719",1,58719,"62,819",46.50%,"121,538","76,278",56.50%,"134,997",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1992,"52,358",1,"52,358",1,"52,358",1,52358,"68,544",51.90%,"120,903","79,819",60.40%,"132,178",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1993,"16,646",1,"16,646",1,"16,646",1,16646,"21,784",53.30%,"38,430","24,237",59.30%,"40,883",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1994,"25,124",1,"25,124",1,"25,124",1,25124,"22,652",42.00%,"47,776","28,860",53.50%,"53,984",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1995,"79,679",1,"79,679",1,"79,679",1,79679,"109,418",53.60%,"189,097","124,573",61.00%,"204,252",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1996,"60,909",1,"60,909",1,"60,909",1,60909,"100,825",58.70%,"161,733","110,728",64.50%,"171,637",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1997,"92,245",1,"92,245",1,"92,245",1,92245,"176,199",58.20%,"268,444","210,534",69.50%,"302,779",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1998,"43,130",1,"43,130",1,"43,130",1,43130,"27,527",35.30%,"70,658","34,841",44.70%,"77,971",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,1999,"63,692",1,"63,692",1,"63,692",1,63692,"21,587",24.20%,"85,279","25,624",28.70%,"89,316",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2000,"84,558",1,"84,558",1,"84,558",1,84558,"111,914",55.40%,"196,472","117,325",58.10%,"201,883",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2001,"232,802",1,"232,802",1,"232,802",1,232802,"212,100",45.10%,"444,903","237,994",50.60%,"470,797",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2002,"29,324",1,"29,324",1,"29,324",1,29324,"27,874",47.40%,"57,198","29,522",50.20%,"58,846",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2003,"55,028",1,"55,028",1,"55,028",1,55028,"24,739",29.70%,"79,768","28,341",34.00%,"83,369",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2004,"39,546",1,"39,546",1,"39,546",1,39546,"19,632",31.50%,"59,179","22,846",36.60%,"62,392",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2005,"25,141",1,"25,141",1,"25,141",1,25141,"9,528",24.70%,"34,668","13,401",34.80%,"38,542",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2006,"40,874",1,"40,874",1,"40,874",1,40874,"32,901",43.10%,"73,775","35,497",46.50%,"76,371",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2007,"52,862",1,"52,862",1,"52,862",1,52862,"27,694",30.50%,"80,556","37,956",41.80%,"90,818",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2008,"28,667",1,"28,667",1,"28,667",1,28667,"25,309",46.30%,"53,977","25,976",47.50%,"54,644",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2009,"20,503",1,"20,503",1,"20,503",1,20503,"6,445",23.00%,"26,948","7,547",26.90%,"28,051",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2010,"20,455",1,"20,455",1,"20,455",1,20455,"8,131",27.70%,"28,586","8,943",30.40%,"29,397",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2011,"64,622",1,"64,622",1,"64,622",1,64622,"35,277",33.60%,"99,899","40,480",38.50%,"105,102",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2012,"60,983",1,"60,983",1,"60,983",1,60983,"33,820",35.00%,"94,803","35,706",36.90%,"96,689",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2013,"8,760",1,"8,760",1,"8,760",1,8760,"2,101",18.90%,"10,860","2,356",21.20%,"11,116",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2014,"20,322",1,"20,322",1,"20,322",1,20322,"7,304",24.70%,"27,626","9,193",31.10%,"29,515",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2015,"52,239",1,"52,239",1,"52,239",1,52239,"10,367",14.80%,"62,606","17,587",25.20%,"69,826",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2016,"41,607",1,"41,607",1,"41,607",1,41607,"22,359",29.60%,"63,966","33,949",44.90%,"75,556",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2017,"28,036",1,"28,036",1,"28,036",1,28036,"1,757",5.60%,"29,793","3,575",11.30%,"31,610",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2018,"11,857",1,"11,857",1,"11,857",1,11857,"2,086",14.30%,"13,944","2,756",18.90%,"14,613",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-EW,SX,Babine-Early-Wild,2019,"6,980",1,"6,980",1,"6,980",1,6980,"1,359",13.70%,"8,339","2,941",29.60%,"9,922",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1954,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-F,SX,Babine-Fulton,1955,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-F,SX,Babine-Fulton,1956,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-F,SX,Babine-Fulton,1957,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-F,SX,Babine-Fulton,1958,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-F,SX,Babine-Fulton,1959,,,,,,,,,,,,,,,,,,,,4
SX_L-21-02-F,SX,Babine-Fulton,1960,"44,721",1,"44,721",1,"44,721",1,44721,"47,291",44.50%,"92,012","61,529",57.90%,"106,250",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1961,"218,146",1,"218,146",1,"218,146",1,218146,"254,123",52.70%,"472,269","263,607",54.70%,"481,754",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1962,"99,536",1,"99,536",1,"99,536",1,99536,"129,444",52.30%,"228,979","148,052",59.80%,"247,588",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1963,"177,106",1,"177,106",1,"177,106",1,177106,"76,631",27.40%,"253,737","102,673",36.70%,"279,779",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1964,"186,458",1,"186,458",1,"186,458",1,186458,"220,006",49.80%,"406,464","255,704",57.80%,"442,162",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1965,"176,199",1,"176,199",1,"176,199",1,176199,"125,358",36.20%,"301,556","170,192",49.10%,"346,390",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1966,"58,581",1,"58,581",1,"58,581",1,58581,"118,316",64.30%,"176,897","125,317",68.10%,"183,898",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1967,"135,976",1,"135,976",1,"135,976",1,135976,"343,713",63.70%,"479,689","403,910",74.80%,"539,886",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1968,"125,287",1,"125,287",1,"125,287",1,125287,"229,325",61.90%,"354,612","245,462",66.20%,"370,749",5,5,5,,,[INPUT Sockeye Babine CUs],4
SX_L-21-02-F,SX,Babine-Fulton,1969,"105,359",1,"105,359",1,"105,359",1,105359,"113,664",49.20%,"219,023","125,691",54.40%,"231,050",5,5,5,,,[INPUT Sockeye Babine CUs],4
