"cuid","cuname.x","cu_acronym","du_number","du_acronym","DU_name","FULL_CU_IN","spp","gen_length","COSEWIC_status","survey_quality","survey_coverage","survey_execution","catch_quality","dq_score","cu_enh_rank","Sites"
819,"Ain/Skundale/Ian","SKUNDALE","SE093","SKUNDALE","Ain/Skundale/Ian","SEL-17-01","Sockeye-Lake",NA,NA,0,0,0,0,0,"None",1
820,"Awun","AWUN","SE094","AWUN","Awun","SEL-17-02","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1
822,"Jalun","JALUN","SE095","JALUN","Jalun","SEL-17-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
827,"Yakoun","YAKOUN","SE096","YAKOUN","Yakoun","SEL-17-09","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1
828,"Marie","MARIE","SE097","MARIE","Marie","SEL-17-10","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
824,"Mathers","MATHERS","SE098","MATHERS","Mathers","SEL-17-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
826,"Skidegate","SKIDEGATE","SE099","SKIDEGATE","Skidegate","SEL-17-08","Sockeye-Lake",5,NA,5,5,5,2,17,"None",1
524,"Long","LONG","SE100","LONG","Long","SEL-15-01","Sockeye-Lake",5,NA,1,5,2,2,10,"Low",3
525,"Owikeno","OWIKENO","SE101","OWIKENO","Owikeno","SEL-15-02","Sockeye-Lake",5,NA,1,3,4,2,10,"Low",9
527,"Wannock[Owikeno]","WANNOCK","SE102","WANNOCK","Wannock","SEL-15-04","Sockeye-Lake",5,NA,0,0,0,0,0,"Low",1
528,"South Atnarko Lakes",NA,"SE103","S_ATNARKO","S Atnarko","SX_528","Sockeye-Lake",5,NA,1,5,5,2,13,"High",NA
532,"Canoona","CANOONA","SE104","CANOONA","Canoona","SEL-18-02","Sockeye-Lake",5,NA,1,5,3,2,11,"None",1
534,"Evelyn","EVELYN","SE105","EVELYN","Evelyn","SEL-18-04","Sockeye-Lake",5,NA,3,5,5,2,15,"None",1
535,"Kainet Creek","KAINET","SE106","KAINET","Kainet","SEL-18-05","Sockeye-Lake",5,NA,1,5,5,2,13,"None",1
536,"Kimsquit","KIMSQUIT","SE107","KIMSQUIT","Kimsquit","SEL-18-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
537,"Kitkiata",NA,"SE108","KITKATLA","Kitkatla","SEL-18-07","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
538,"Kitlope","KITLOPE","SE109","KITLOPE","Kitlope","SEL-18-08","Sockeye-Lake",5,NA,0,5,5,2,12,"None",1
539,"Pine River","PINE","SE110","PINE","Pine","SEL-18-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
540,"Banks","BANKS","SE111","BANKS","Banks","SEL-19-01","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
541,"Bloomfield","BLOOMFIELD","SE112","BLOOMFIELD","Bloomfield","SEL-19-02","Sockeye-Lake",5,NA,0,5,2,2,9,"None",1
542,"Bolton Creek","BOLTON","SE113","BOLTON","Bolton","SEL-19-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
543,"Bonilla","BONILLA","SE114","BONILLA","Bonilla","SEL-19-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
548,"Citeyats",NA,"SE115","TUWARTZ","Tuwartz","SEL-19-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
549,"Fannie Cove","FANNIE","SE116","FANNIE","Fannie","SEL-19-10","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2
550,"Curtis Inlet","CURTIS","SE117","CURTIS","Curtis","SEL-19-11","Sockeye-Lake",5,NA,1,5,3,2,11,"Moderate",1
553,"Devon","DEVON","SE118","DEVON","Devon","SEL-19-14","Sockeye-Lake",5,NA,1,5,5,2,13,"None",1
556,"Elsie/Hoy","ELSIE/HOY","SE119","ELSIE/HOY","Elsie/Hoy","SEL-19-17","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
557,"End Hill Creek","END HILL","SE120","END HILL","End Hill","SEL-19-18","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
559,"Freeda",NA,"SE121","FREEDA/BRODIE","Freeda/Brodie","SEL-19-20","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
562,"Higgins Lagoon","HIGGINS","SE122","HIGGINS","Higgins Lagoon","SEL-19-23","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
564,"Kdelmashan Creek","KDELMASHAN","SE123","KDELMASHAN","Kdelmashan","SEL-19-25","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
565,"Keecha",NA,"SE124","KEESHA","Keesha","SEL-19-26","Sockeye-Lake",5,NA,1,5,3,2,11,"None",1
566,"Kent Inlet Lagoon Creek","KENT","SE125","KENT","Kent Inlet","SEL-19-27","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
570,"Kildidt Lagoon Creek","KILDIDT LAGOON","SE126","KILDIDT LAGOON","Kildidt Lagoon Creek","SEL-19-31","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
571,"Kisameet","KISAMEET","SE127","KISAMEET","Kisameet","SEL-19-32","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
572,"Koeye","KOEYE","SE128","KOEYE","Koeye","SEL-19-33","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
573,"Kooryet","KOORYET","SE129","KOORYET","Kooryet","SEL-19-34","Sockeye-Lake",5,NA,0,5,4,2,11,"None",1
575,"Kwakwa Creek","KWAKWA","SE130","KWAKWA","Kwakwa","SEL-19-36","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
577,"Limestone Creek","LIMESTONE","SE131","LIMESTONE","Limestone","SEL-19-38","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
579,"Mary Cove Creek","MARY COVE","SE132","MARY COVE","Mary Cove","SEL-19-40","Sockeye-Lake",5,NA,0,5,1,2,8,"Moderate",1
582,"Mikado","MIKADO","SE133","MIKADO","Mikado","SEL-19-43","Sockeye-Lake",5,NA,0,5,3,2,10,"None",1
584,"Namu","NAMU","SE134","NAMU","Namu","SEL-19-45","Sockeye-Lake",5,NA,2,5,3,2,12,"None",1
585,"Port John","PORT JOHN","SE135","PORT JOHN","Port John","SEL-19-46","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1
586,"Powles Creek","POWLES","SE136","POWLES","Powles","SEL-19-47","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
416,"Prudhomme","PRUDHOMME","SE137","PRUDHOMME","Prudhomme","SEL-19-49","Sockeye-Lake",5,NA,0,0,0,0,0,NA,3
589,"Ryan Creek","RYAN","SE138","RYAN","Ryan","SEL-19-51","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
590,"Salter","SALTER","SE139","SALTER","Salter","SEL-19-52","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
591,"Scoular/Kilpatrick","SCOULER/KILPATRICK","SE140","SCOULER/KILPATRICK","Scoular/Kilpatrick","SEL-19-53","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
417,"Shawatlan","SHAWATLAN","SE141","SHAWATLAN","Shawatlan","SEL-19-54","Sockeye-Lake",5,NA,0,0,0,0,0,NA,1
594,"Spencer Creek","SPENCER","SE142","SPENCER","Spencer","SEL-19-57","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
596,"Talamoosa Creek","TALAMOOSA","SE143","TALAMOOSA","Talamoosa","SEL-19-59","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
597,"Tankeeah River","TANKEEAH","SE144","TANKEEAH","Tankeeah","SEL-19-60","Sockeye-Lake",5,NA,1,5,2,2,10,"High",1
599,"Tsimtack/Moore/Roger","TSIMTACK","SE145","TSIMTACK","Tsimtack","SEL-19-62","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1
601,"Tuno Creek West","TUNO_WEST","SE146","TUNO_WEST","Tuno West","SEL-19-64","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
603,"Wale Creek","WALE","SE147","WALE","Wale","SEL-19-66","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
607,"Yeo","YEO","SE148","YEO","Yeo","SEL-19-70","Sockeye-Lake",5,NA,0,5,3,2,10,"None",1
171,"Alastair","ALASTAIR","SE149","ALASTAIR","Alastair","SEL-20-01","Sockeye-Lake",6,NA,1,4,5,5,15,"None",4
172,"Aldrich","ALDRICH","SE150","ALDRICH","Aldrich",NA,"Sockeye-Lake",5,NA,NA,NA,NA,NA,NA,NA,NA
173,"Dennis","DENNIS","SE151","DENNIS","Dennis",NA,"Sockeye-Lake",5,NA,NA,NA,NA,NA,NA,NA,NA
174,"Ecstall/Lower","ECSTALL/LOWER","SE152","ECSTALL/LOWER","Ecstall/Lower","SEL-20-04","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
175,"Johnston","JOHNSTON","SE153","JOHNSTON","Johnston","SEL-20-05","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2
176,"Kitsumkalum",NA,"SE154","KALUM","Kitsumkalum","SEL-20-06","Sockeye-Lake",5,NA,1,2,2,5,10,"None",8
177,"Lakelse","LAKELSE","SE155","LAKELSE","Lakelse","SEL-20-07","Sockeye-Lake",5,NA,1,5,3,5,14,"High",10
178,"Mcdonell","MCDONELL","SE156","MCDONELL","Mcdonell","SEL-20-08","Sockeye-Lake",5,NA,2,5,4,5,16,"None",1
179,"Atna","ATNA","SE157","ATNA","Atna",NA,"Sockeye-Lake",5,NA,NA,NA,NA,NA,NA,NA,NA
180,"Babine","BABINE","SE158","BABINE","Babine","SEL-21-02-EW","Sockeye-Lake",5,NA,2,5,5,5,17,"None",NA
203,"Babine (enhanced)",NA,"SE158","BABINE","Babine","SEL-21-02-F","Sockeye-Lake",5,NA,5,5,5,5,20,"High",NA
181,"Bulkley","BULKLEY","SE159","BULKLEY","Bulkley","SEL-21-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
183,"Gitanyow",NA,"SE160","KITWANCOOL","Kitwancool","SEL-21-05","Sockeye-Lake",5,NA,3,5,5,5,18,"None",2
184,"Maxan","MAXAN","SE161","MAXAN","Maxan",NA,"Sockeye-Lake",5,NA,NA,NA,NA,NA,NA,NA,NA
185,"Morice","MORICE","SE162","MORICE","Morice","SEL-21-07","Sockeye-Lake",6,NA,3,4,5,5,17,"None",4
187,"Stephens","STEPHENS","SE163","STEPHENS","Stephens","SEL-21-09","Sockeye-Lake",5,NA,2,4,5,5,16,"None",9
189,"Tahlo/Morrison",NA,"SE164","TAHLO/MORRISON","Tahlo/Morrison","SEL-21-02-MW","Sockeye-Lake",5,NA,0,4,5,5,14,"None",NA
230,"Footsore/Hodder","FOOTSORE/HODDER","SE165","FOOTSORE/HODDER","Footsore/Hodder","SEL-21-12","Sockeye-Lake",5,NA,0,0,0,0,0,"None",3
190,"Asitika","ASITIKA","SE166","ASITIKA","Asitika","SEL-22-01","Sockeye-Lake",5,NA,0,5,4,5,14,"None",1
191,"Azuklotz","AZUKLOTZ","SE167","AZUKLOTZ","Azuklotz","SEL-22-02","Sockeye-Lake",5,NA,2,5,2,5,14,"None",1
192,"Bear","BEAR","SE168","BEAR","Bear","SEL-22-03","Sockeye-Lake",5,NA,1,4,1,5,11,"None",3
193,"Damshilgwit","DAMSHILGWIT","SE169","DAMSHILGWIT","Damshilgwit","SEL-22-04","Sockeye-Lake",5,NA,5,5,5,5,20,"None",1
194,"Johanson","JOHANSON","SE170","JOHANSON","Johanson","SEL-22-05","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
195,"Kluatantan","KLUATANTAN","SE171","KLUATANTAN","Kluatantan","SEL-22-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
196,"Kluayaz","KLUAYAZ","SE172","KLUAYAZ","Kluayaz","SEL-22-07","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
197,"Motase","MOTASE","SE173","MOTASE","Motase","SEL-22-08","Sockeye-Lake",5,NA,2,5,1,5,13,"None",1
198,"Sicintine","SICINTINE","SE174","SICINTINE","Sicintine","SEL-22-09","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
199,"Slamgeesh","SLAMGEESH","SE175","SLAMGEESH","Slamgeesh","SEL-22-10","Sockeye-Lake",5,NA,0,0,0,0,0,"None",2
200,"Spawning","SPAWNING","SE176","SPAWNING","Spawning","SEL-22-11","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
201,"Sustut","SUSTUT","SE177","SUSTUT","Sustut","SEL-22-12","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
420,"Bowser","BOWSER","SE178","BOWSER","Bowser",NA,"Sockeye-Lake",NA,NA,0,0,0,0,0,"None",NA
421,"Damdochax","DAMDOCHAX","SE179","DAMDOCHAX","Damdochax/Wiminasik","SEL-24-02","Sockeye-Lake",5,NA,4,5,4,5,18,"None",1
422,"Fred Wright","FWRIGHT","SE180","FWRIGHT","Fred Wright","SEL-24-03","Sockeye-Lake",5,NA,3,5,5,5,18,"None",1
423,"Kwinageese","KWINAGEESE","SE181","KWINAGEESE","Kwinageese",NA,"Sockeye-Lake",NA,NA,0,0,0,0,0,"None",NA
424,"Meziadin","MEZIADIN","SE182","MEZIADIN","Meziadin","SEL-24-05","Sockeye-Lake",5,NA,3,5,5,5,18,"None",1
425,"Oweegee","OWEEGEE","SE183","OWEEGEE","Oweegee",NA,"Sockeye-Lake",NA,NA,0,0,0,0,0,"None",NA
1024,"Border","BORDER","SE184","BORDER","Border","SEL-25-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,"Christina","CHRISTINA","SE185","CHRISTINA","Christina","SEL-26-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1026,"Tahltan","TAHLTAN","SE186","TAHLTAN","Tahltan","SEL-26-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1036,"Chutine","CHUTINE","SE187","CHUTINE","Chutine","SEL-26-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1037,"Whiting","WHITING","SE188","WHITING","Whiting","SEL-27-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,"Kuthai","KUTHAI","SE189","KUTHAI","Kuthai","SEL-28-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1028,"Little Trapper","LTRAPPER","SE190","LTRAPPER","Little Trapper","SEL-28-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1029,"Tatsamenie","TATSAMENIE","SE191","TATSAMENIE","Tatsamenie","SEL-28-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1033,"King Salmon","KING SALMON","SE192","KING SALMON","King Salmon","SEL-28-05","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1031,"Blanchard-BC","BLANCHARD","SE193","BLANCHARD","Blanchard-BC","SEL-30-01","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,"Klukshu","KLUKSHU","SE194","KLUKSHU","Klukshu-Yukon","SEL-30-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
1039,"Nesketahin-Yukon","NESKETAHIN","SE195","NESKETAHIN","Nesketahin-Yukon","SEL-30-03","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
936,"Village Bay","VILLAGE","T01","VILLAGE","Village Bay","SEL-11-10","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
NA,"Pack","PACK","T02","PACK","Pack","SEL-11-11","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"Glendale","GLENDALE","T03","GLENDALE","Glendale","SEL-11-12","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,2
NA,"Lois","LOIS","T04","LOIS","Lois","SEL-11-13","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"Owikeno-Late","OWIKENO-L","T06","OWIKENO-L","Owikeno","SEL-15-03","Sockeye-Lake",5,NA,0,0,0,0,0,NA,2
823,"MARIAN","MARIAN","T07","MARIAN","Marian","SEL-17-05","Sockeye-Lake",5,NA,2,5,5,2,14,"None",1
NA,"Mayer","MAYER","T08","MAYER","Mayer","SEL-17-11","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"Gudal","GUDAL","T09","GUDAL","Gudal","SEL-17-12","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
529,"Backland","BACKLAND","T10","BACKLAND","Backland","SEL-18-01","Sockeye-Lake",5,NA,0,5,4,2,11,"None",1
533,"Dome","DOME","T11","DOME","Dome","SEL-18-03","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
531,"Whalen","WHALEN","T12","WHALEN","Whalen","SEL-18-11","Sockeye-Lake",5,NA,0,0,0,0,0,NA,1
544,"Borrowman Creek","BORROWMAN","T13","BORROWMAN","Borrowman","SEL-19-05","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
545,"Busey Creek","BUSEY","T14","BUSEY","Busey","SEL-19-06","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
546,"Cartwright Creek","CARTWRIGHT","T15","CARTWRIGHT","Cartwright Creek","SEL-19-07","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
547,"Chic Chic","CHIC CHIC","T16","CHIC CHIC","Chic Chic","SEL-19-08","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
551,"Dallain Creek","DALLAIN","T17","DALLAIN","Dallain","SEL-19-12","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
552,"Deer","DEER","T18","DEER","Deer","SEL-19-13","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
554,"Douglas Creek","DOUGLAS","T19","DOUGLAS","Douglas","SEL-19-15","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
555,"Elizabeth","ELIZABETH","T20","ELIZABETH","Elizabeth","SEL-19-16","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
558,"Evinrude Inlet","EVINRUDE","T21","EVINRUDE","Evinrude","SEL-19-19","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
560,"Hartley Bay","HARTLEY","T22","HARTLEY","Hartley Bay","SEL-19-21","Sockeye-Lake",5,NA,3,5,5,2,15,"None",1
561,"Hevenor Inlet","HEVENOR","T23","HEVENOR","Hevenor Inlet","SEL-19-22","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
563,"Kadjusdis River","KADJUSDIS","T24","KADJUSDIS","Kadjusdis","SEL-19-24","Sockeye-Lake",5,NA,0,5,2,2,9,"Low",1
567,"Kenzuwash Creeks","KENZUWASH","T25","KENZUWASH","Kenzuwash","SEL-19-28","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
568,"Keswar Creek","KESWAR","T26","KESWAR","Keswar","SEL-19-29","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
569,"Kildidt Creek","KILDIDT","T27","KILDIDT","Kildidt","SEL-19-30","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
574,"Kunsoot River","KUNSOOT","T28","KUNSOOT","Kunsoot","SEL-19-35","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
576,"Lewis Creek","LEWIS","T29","LEWIS","Lewis","SEL-19-37","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
578,"Lowe/Simpson/Weir",NA,"T30","LOWE/SIMPSON/WEARE","Lowe/Simpson/Weare","SEL-19-39","Sockeye-Lake",5,NA,0,5,4,2,11,"None",1
580,"Mcdonald Creek","MCDONALD","T31","MCDONALD","Mcdonald","SEL-19-41","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
581,"Mcloughlin","MCLOUGHLIN","T32","MCLOUGHLIN","Mcloughlin","SEL-19-42","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
583,"Monckton Inlet Creek","MONCKTON","T33","MONCKTON","Monckton Inlet","SEL-19-44","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
587,"Price Creek","PRICE","T34","PRICE","Price","SEL-19-48","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
588,"Roderick","RODERICK","T35","RODERICK","Roderick","SEL-19-50","Sockeye-Lake",5,NA,1,5,4,2,12,"High",1
592,"Sheneeza Inlet","SHENEEZA","T36","SHENEEZA","Sheneeza","SEL-19-55","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
593,"Ship Point Creek","SHIP_PNT","T37","SHIP_PNT","Ship Point","SEL-19-56","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
595,"Stannard Creek","STANNARD","T38","STANNARD","Stannard","SEL-19-58","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
598,"Treneman Creek","TRENEMAN","T39","TRENEMAN","Treneman","SEL-19-61","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
600,"Tuno Creek East","TUNO_EAST","T40","TUNO_EAST","Tuno East","SEL-19-63","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
602,"Tyler Creek","TYLER","T41","TYLER","Tyler","SEL-19-65","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
604,"Watt Bay","WATT","T42","WATT","Watt","SEL-19-67","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
605,"West Creek","WEST_CRK","T43","WEST_CRK","West Creek","SEL-19-68","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
606,"Yaaklele Lagoon","YAAKLELE","T44","YAAKLELE","Yaaklele","SEL-19-69","Sockeye-Lake",5,NA,0,0,0,0,0,"None",1
NA,"Sylvia Creek","SYLVIA","T45","SYLVIA","Sylvia","SEL-19-72","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"South Bonnila","S_BONNILA","T46","S_BONNILA","South Bonnila","SEL-19-73","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"Onerka","ONERKA","T47","ONERKA","Onerka",NA,"Sockeye-Lake",5,NA,NA,NA,NA,NA,NA,NA,NA
418,"Clements","CLEMENTS","T48","CLEMENTS","Clements",NA,"Sockeye-Lake",NA,NA,0,0,0,0,0,"None",NA
NA,"Split Mountain/Leverson","SPLIT_MTN/LEVERSON","T49","SPLIT_MTN/LEVERSON","Split Mountain/Leverson","SEL-23-02","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
419,"Leverson",NA,"T49","SPLIT_MTN/LEVERSON","Split Mountain/Leverson",NA,"Sockeye-Lake",NA,NA,0,0,0,0,0,"None",NA
NA,"Owossitsa","OWOSSITS","T5","OWOSSITS","Owossitsa","SEL-13-21","Sockeye-Lake",NA,NA,NA,NA,NA,NA,NA,NA,1
